Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
S1E11_DKDL250003486-1A_22YL5KLT3_L6_1	(0.0, 0.0002611882649440637)	(1.0, 0.00024790750570961975)	(2.0, 0.00019035754902702945)	(3.0, 0.00013280759234443916)	(4.0, 0.00013059413247203184)	(5.0, 0.00015494219106851234)	(6.0, 0.00021470560762350995)	(7.0, 0.0003718612585644296)	(8.0, 0.0005024553910364614)	(9.0, 0.0005821399464431249)	(10.0, 0.0007724974954701543)	(11.0, 0.0010469665196486619)	(12.0, 0.0015870507285160478)	(13.0, 0.0023130655666656484)	(14.0, 0.0033954474442728275)	(15.0, 0.005272461416074234)	(16.0, 0.008242924564844857)	(17.0, 0.012720753886724862)	(18.0, 0.019925565771410685)	(19.0, 0.031145593864643387)	(20.0, 0.046453882342212406)	(21.0, 0.06788017390711525)	(22.0, 0.0972262248954915)	(23.0, 0.1350254791365913)	(24.0, 0.1822717801131255)	(25.0, 0.23984608485431227)	(26.0, 0.3070135246825124)	(27.0, 0.38270721193922547)	(28.0, 0.4699750808687565)	(29.0, 0.5669334771196867)	(30.0, 0.6709638776629582)	(31.0, 0.7791755039052073)	(32.0, 0.8993110384801144)	(33.0, 1.0402553093155231)	(34.0, 1.1980749982181647)	(35.0, 1.3770000270042104)	(36.0, 1.5811452175764649)	(37.0, 1.7953041006114903)	(38.0, 2.0052729041080486)	(39.0, 2.200221168910451)	(40.0, 2.3705269849533424)	(41.0, 2.5021348820469367)	(42.0, 2.603526838422299)	(43.0, 2.6851238231587224)	(44.0, 2.728686926907571)	(45.0, 2.7553679722095685)	(46.0, 2.7855263629711184)	(47.0, 2.8377706563395484)	(48.0, 2.9314354243003367)	(49.0, 3.0438371300810525)	(50.0, 3.1640855511094523)	(51.0, 3.2439029141084603)	(52.0, 3.277359360079897)	(53.0, 3.3094146859521)	(54.0, 3.3394159210627086)	(55.0, 3.3837360280879207)	(56.0, 3.441719822905503)	(57.0, 3.489098931474381)	(58.0, 3.4738725410120916)	(59.0, 3.3651363247800816)	(60.0, 3.1594572065162487)	(61.0, 2.8757868296481437)	(62.0, 2.5614910219854115)	(63.0, 2.247206281622041)	(64.0, 1.960822202950365)	(65.0, 1.7065200116693606)	(66.0, 1.4840252387548492)	(67.0, 1.28942006023267)	(68.0, 1.1121219244528437)	(69.0, 0.9543088759298192)	(70.0, 0.8078951457496921)	(71.0, 0.6717186674794491)	(72.0, 0.5529776126241585)	(73.0, 0.45035275909986555)	(74.0, 0.359457029439459)	(75.0, 0.2776807544533706)	(76.0, 0.20530061662565124)	(77.0, 0.1459776785852627)	(78.0, 0.10227291340458018)	(79.0, 0.06950928037320704)	(80.0, 0.045214344813664306)	(81.0, 0.02964486807115123)	(82.0, 0.02027971935099586)	(83.0, 0.013298466913423172)	(84.0, 0.008625853122771322)	(85.0, 0.005856814822389767)	(86.0, 0.004066125785612245)	(87.0, 0.003114338040477098)	(88.0, 0.0021669772150867653)	(89.0, 0.0015449949909403086)	(90.0, 0.0011908414113551377)	(91.0, 0.0008411147515147812)	(92.0, 0.0005356572891225712)	(93.0, 0.00041170353626776134)	(94.0, 0.0003386593604783198)	(95.0, 0.0002678286445612856)	(96.0, 0.0003143113018818393)	(97.0, 0.0005887803260603469)	(98.0, 0.0017110044813708578)	(99.0, 0.001969979286442514)	(100.0, 0.0007680705757253397)
S1E11_DKDL250003486-1A_22YL5KLT3_L6_2	(0.0, 0.0004698970850022992)	(1.0, 0.0003258248655440471)	(2.0, 0.0001928351245056605)	(3.0, 0.00026376298639279997)	(4.0, 0.00034355683101583196)	(5.0, 0.0003657217878555631)	(6.0, 0.00039010324037926726)	(7.0, 0.0005253094771016269)	(8.0, 0.0006339177656163093)	(9.0, 0.000811237420334158)	(10.0, 0.0011237633117743664)	(11.0, 0.0014850521082619833)	(12.0, 0.0019571656889482555)	(13.0, 0.0028260319970657144)	(14.0, 0.0043177335923796165)	(15.0, 0.006653920043287274)	(16.0, 0.010240210059955766)	(17.0, 0.015455624404344491)	(18.0, 0.02326655519466573)	(19.0, 0.035548157779560725)	(20.0, 0.053566051194578135)	(21.0, 0.07695894664323033)	(22.0, 0.10877895868234828)	(23.0, 0.15144428410314667)	(24.0, 0.20481085068616722)	(25.0, 0.26712984333675516)	(26.0, 0.34089703619506423)	(27.0, 0.42538985166811916)	(28.0, 0.5191343201260779)	(29.0, 0.620667554417518)	(30.0, 0.7277220794577351)	(31.0, 0.8483748055191275)	(32.0, 0.9837095989911575)	(33.0, 1.132456407846909)	(34.0, 1.2946950259310046)	(35.0, 1.471890556890551)	(36.0, 1.6703888278687629)	(37.0, 1.8717840587059271)	(38.0, 2.0679749576771234)	(39.0, 2.255328688356318)	(40.0, 2.4255976703034485)	(41.0, 2.556461791980905)	(42.0, 2.6601029136678034)	(43.0, 2.7631189835718217)	(44.0, 2.8486092221026644)	(45.0, 2.9203793523497135)	(46.0, 2.9998473721072014)	(47.0, 3.0968190582810253)	(48.0, 3.212302916407392)	(49.0, 3.321121772012052)	(50.0, 3.405938195854967)	(51.0, 3.4478299642820587)	(52.0, 3.4449662518583652)	(53.0, 3.439380682734753)	(54.0, 3.43089372076082)	(55.0, 3.4241334089247024)	(56.0, 3.411031702936737)	(57.0, 3.3552491560581856)	(58.0, 3.2409688550882167)	(59.0, 3.050042133366457)	(60.0, 2.7933253867530072)	(61.0, 2.5065374431950946)	(62.0, 2.2142370748711406)	(63.0, 1.9446602202992793)	(64.0, 1.701031880699691)	(65.0, 1.473455402843436)	(66.0, 1.2714949656068582)	(67.0, 1.097005775877443)	(68.0, 0.9373028288558125)	(69.0, 0.8032491698891189)	(70.0, 0.6874683013410996)	(71.0, 0.5776564556700199)	(72.0, 0.48154476982157784)	(73.0, 0.3943766440579674)	(74.0, 0.31638037743463765)	(75.0, 0.2497724656355617)	(76.0, 0.19018641216331264)	(77.0, 0.13859747511883852)	(78.0, 0.0985742125533361)	(79.0, 0.06783363391231303)	(80.0, 0.0449305840098189)	(81.0, 0.029836248401962025)	(82.0, 0.020498152085383314)	(83.0, 0.014101345541436923)	(84.0, 0.010031859465662292)	(85.0, 0.0079705184795673)	(86.0, 0.006567476711612322)	(87.0, 0.005676445446655133)	(88.0, 0.005248661779648322)	(89.0, 0.005091290586086232)	(90.0, 0.005219847335756672)	(91.0, 0.005494692800569338)	(92.0, 0.006079847661138239)	(93.0, 0.0067758273059057945)	(94.0, 0.007824229764425076)	(95.0, 0.008686446585490615)	(96.0, 0.009539797423820263)	(97.0, 0.011144540299016794)	(98.0, 0.01400825272271005)	(99.0, 0.023055988104688282)	(100.0, 0.15243284117819866)
S1E11_val_1	(0.0, 0.02639516322120909)	(1.0, 0.023668349629423092)	(2.0, 0.016612637721660273)	(3.0, 0.0098724384177432)	(4.0, 0.0075853807349442704)	(5.0, 0.008061101811209094)	(6.0, 0.009007639622746321)	(7.0, 0.00997379479825323)	(8.0, 0.010884367442512704)	(9.0, 0.01231480023196879)	(10.0, 0.013987180510384304)	(11.0, 0.016015942900915736)	(12.0, 0.018747660833694155)	(13.0, 0.02278883781144895)	(14.0, 0.028335647473876947)	(15.0, 0.03539626372263218)	(16.0, 0.04509705020564065)	(17.0, 0.05801998872066964)	(18.0, 0.07601238104153098)	(19.0, 0.10066650321043065)	(20.0, 0.13119929544891215)	(21.0, 0.1688940603166589)	(22.0, 0.2160983423687097)	(23.0, 0.2757007984496005)	(24.0, 0.3461009786154712)	(25.0, 0.4231220191211101)	(26.0, 0.5098781764967043)	(27.0, 0.6032045160218118)	(28.0, 0.7066926500832152)	(29.0, 0.8180669644604314)	(30.0, 0.9307474683219624)	(31.0, 1.0459978468635218)	(32.0, 1.1699305437419971)	(33.0, 1.3054456592642396)	(34.0, 1.457416473596385)	(35.0, 1.6266096987135814)	(36.0, 1.8103753556995914)	(37.0, 1.9939023347573033)	(38.0, 2.1593584520382754)	(39.0, 2.2951727323610553)	(40.0, 2.3845641556299104)	(41.0, 2.42054240115031)	(42.0, 2.4266188796399195)	(43.0, 2.419767515273507)	(44.0, 2.3856905192778366)	(45.0, 2.353259747075288)	(46.0, 2.333400435616645)	(47.0, 2.3346755642746744)	(48.0, 2.3766322014648353)	(49.0, 2.4297887187013543)	(50.0, 2.493528803799517)	(51.0, 2.5255786721849875)	(52.0, 2.5247825341638848)	(53.0, 2.5267557140231687)	(54.0, 2.523407683905676)	(55.0, 2.5372836993535652)	(56.0, 2.576215992931733)	(57.0, 2.6260293843917517)	(58.0, 2.659535842051971)	(59.0, 2.6632729498881957)	(60.0, 2.614190305236048)	(61.0, 2.5108672839880555)	(62.0, 2.3790108068461593)	(63.0, 2.2304305269201077)	(64.0, 2.0705702627114877)	(65.0, 1.9056912228872909)	(66.0, 1.7397708279923696)	(67.0, 1.5851483999636558)	(68.0, 1.4379249877121736)	(69.0, 1.2966734280091294)	(70.0, 1.1677154163937538)	(71.0, 1.0462806638607516)	(72.0, 0.9329773086931831)	(73.0, 0.8333243692878528)	(74.0, 0.7469458461686749)	(75.0, 0.6676328436392447)	(76.0, 0.5939696419330832)	(77.0, 0.5288906717439893)	(78.0, 0.4758567630322808)	(79.0, 0.4288274024756263)	(80.0, 0.38273967538951664)	(81.0, 0.34397249462476054)	(82.0, 0.31552731686871954)	(83.0, 0.2844485079997485)	(84.0, 0.24882664459146497)	(85.0, 0.2137230065480472)	(86.0, 0.18190854653021307)	(87.0, 0.15597602614262238)	(88.0, 0.12958576726240567)	(89.0, 0.10454747171576638)	(90.0, 0.08606301051533213)	(91.0, 0.07118487472465804)	(92.0, 0.05967438641544627)	(93.0, 0.04639343100797057)	(94.0, 0.033104301698840835)	(95.0, 0.02466720041154614)	(96.0, 0.019259347077236734)	(97.0, 0.017139036988180114)	(98.0, 0.012262487261382966)	(99.0, 0.006575086490505573)	(100.0, 0.005033488638554614)
S1E11_val_2	(0.0, 0.024129216834375092)	(1.0, 0.022220487741506614)	(2.0, 0.016103060108531055)	(3.0, 0.009633679855515428)	(4.0, 0.0076496492718476795)	(5.0, 0.008147293906695037)	(6.0, 0.008856110113566434)	(7.0, 0.009764638969948943)	(8.0, 0.010638791058792653)	(9.0, 0.011989306926388273)	(10.0, 0.01376052894910156)	(11.0, 0.01586733370255073)	(12.0, 0.018489789969081863)	(13.0, 0.022392371579200602)	(14.0, 0.027889380407547383)	(15.0, 0.03515761125860745)	(16.0, 0.04511868890020667)	(17.0, 0.05831118269045286)	(18.0, 0.07616090998774092)	(19.0, 0.10117082686668138)	(20.0, 0.13364705025726262)	(21.0, 0.17264012657984165)	(22.0, 0.22187256866219107)	(23.0, 0.2850406975091969)	(24.0, 0.35967429682485696)	(25.0, 0.44040076893953634)	(26.0, 0.5327007527922775)	(27.0, 0.63375862742276)	(28.0, 0.7426134803288279)	(29.0, 0.858299488041534)	(30.0, 0.9748219970976841)	(31.0, 1.1004019659058422)	(32.0, 1.2361001632929198)	(33.0, 1.3788063102911208)	(34.0, 1.5362748234638397)	(35.0, 1.7068785358142404)	(36.0, 1.8901803712979004)	(37.0, 2.068098150189413)	(38.0, 2.2265619526318265)	(39.0, 2.3560805168065726)	(40.0, 2.439607876981199)	(41.0, 2.4615713574606293)	(42.0, 2.4446907276101495)	(43.0, 2.4252318401942596)	(44.0, 2.3952029152546546)	(45.0, 2.3705416770178935)	(46.0, 2.3606198871106243)	(47.0, 2.3803308708217985)	(48.0, 2.442384210207189)	(49.0, 2.506110552279468)	(50.0, 2.557991642451235)	(51.0, 2.5732827560502782)	(52.0, 2.5526665174605823)	(53.0, 2.527659874559503)	(54.0, 2.5008345369567277)	(55.0, 2.4959383030658446)	(56.0, 2.518248825198524)	(57.0, 2.5480207428760537)	(58.0, 2.5617599909690596)	(59.0, 2.5457158624620235)	(60.0, 2.4875176320077697)	(61.0, 2.3901429824707296)	(62.0, 2.268755342313374)	(63.0, 2.131706629058701)	(64.0, 1.982090751785202)	(65.0, 1.8270007835283815)	(66.0, 1.6696272157136272)	(67.0, 1.5219020606547615)	(68.0, 1.3788750638261984)	(69.0, 1.242356734984981)	(70.0, 1.119638222827195)	(71.0, 1.0020074722651513)	(72.0, 0.893466921233724)	(73.0, 0.7979322472544749)	(74.0, 0.7166999455602961)	(75.0, 0.6449278028950084)	(76.0, 0.5783039904158882)	(77.0, 0.518424572330094)	(78.0, 0.46879434193765274)	(79.0, 0.42432226366496156)	(80.0, 0.3803347341156743)	(81.0, 0.3429982905906793)	(82.0, 0.31486990979929075)	(83.0, 0.28420255917682247)	(84.0, 0.24920700982232644)	(85.0, 0.21491536570791064)	(86.0, 0.18331493139510352)	(87.0, 0.15753562971886614)	(88.0, 0.13194621875855736)	(89.0, 0.10743394651446424)	(90.0, 0.08927810228718784)	(91.0, 0.07474000359613728)	(92.0, 0.06379836958521713)	(93.0, 0.05121974664387803)	(94.0, 0.038917774831779745)	(95.0, 0.031256666637419134)	(96.0, 0.026484843905247937)	(97.0, 0.025422438089406047)	(98.0, 0.02285563944650916)	(99.0, 0.026625624953263965)	(100.0, 0.11143474746040812)
S1E12_DKDL250003486-1A_22YL5KLT3_L6_1	(0.0, 0.00038347052843644875)	(1.0, 0.0003515146510667447)	(2.0, 0.00024925584348369173)	(3.0, 0.00018534408874428356)	(4.0, 0.000204517615166106)	(5.0, 0.00022688672932489885)	(6.0, 0.00032275436143401105)	(7.0, 0.00043459993222797524)	(8.0, 0.0004857293360195018)	(9.0, 0.0006678778370268149)	(10.0, 0.0008276572238753352)	(11.0, 0.0011599983485202576)	(12.0, 0.0017479864921228123)	(13.0, 0.0024733849084150944)	(14.0, 0.003633383256935352)	(15.0, 0.005815969681286139)	(16.0, 0.008899711847462582)	(17.0, 0.013590834645335137)	(18.0, 0.021004598195106482)	(19.0, 0.03234893466135143)	(20.0, 0.048665605646322316)	(21.0, 0.07162909912419166)	(22.0, 0.10138002095538615)	(23.0, 0.13889302539968176)	(24.0, 0.1892043587305438)	(25.0, 0.2496329228366542)	(26.0, 0.3201819133057499)	(27.0, 0.4004966198990271)	(28.0, 0.4906601278976471)	(29.0, 0.5885441758687876)	(30.0, 0.6910011098915327)	(31.0, 0.8020254146370956)	(32.0, 0.9298105770630681)	(33.0, 1.0741488839665476)	(34.0, 1.2351521809183275)	(35.0, 1.4252225439255903)	(36.0, 1.6310088074232736)	(37.0, 1.8480850823956734)	(38.0, 2.0769051423014395)	(39.0, 2.288775804850314)	(40.0, 2.4747941626070986)	(41.0, 2.6232260174016373)	(42.0, 2.7347520294219043)	(43.0, 2.815958304993796)	(44.0, 2.866745780897467)	(45.0, 2.898781547960595)	(46.0, 2.9303028253980714)	(47.0, 2.9906419130475466)	(48.0, 3.098087159527702)	(49.0, 3.2204238448621405)	(50.0, 3.3385775058488845)	(51.0, 3.4212537517797825)	(52.0, 3.4501961899135236)	(53.0, 3.4809665042328115)	(54.0, 3.5016994774702757)	(55.0, 3.5135455212112245)	(56.0, 3.527545391086892)	(57.0, 3.4882140972202604)	(58.0, 3.358911030619227)	(59.0, 3.144976018392269)	(60.0, 2.8643107430418953)	(61.0, 2.544732795818433)	(62.0, 2.2244070810645193)	(63.0, 1.9326946589074387)	(64.0, 1.6855319253914627)	(65.0, 1.475476356677187)	(66.0, 1.2909343604548829)	(67.0, 1.1304263796023335)	(68.0, 0.983068242287417)	(69.0, 0.8479971398211519)	(70.0, 0.723701559203951)	(71.0, 0.6073182538234888)	(72.0, 0.5063568548616458)	(73.0, 0.4156181410703711)	(74.0, 0.33177231002774155)	(75.0, 0.25740139662522926)	(76.0, 0.18857482794636066)	(77.0, 0.13235485288984028)	(78.0, 0.09256658997682177)	(79.0, 0.06241941526624295)	(80.0, 0.04045294516230837)	(81.0, 0.025970541538358493)	(82.0, 0.01713793703337229)	(83.0, 0.011520093791778315)	(84.0, 0.007733322323468383)	(85.0, 0.005394152100006046)	(86.0, 0.0038698567494711623)	(87.0, 0.0026555334094224077)	(88.0, 0.0019205482299192143)	(89.0, 0.0014092541920039492)	(90.0, 0.001076913067359027)	(91.0, 0.0008116792851904834)	(92.0, 0.0005528366784958804)	(93.0, 0.0004186219935431233)	(94.0, 0.0003451234755928039)	(95.0, 0.0002971896595382478)	(96.0, 0.00032594994917098147)	(97.0, 0.0005464455030219394)	(98.0, 0.0014795571222172982)	(99.0, 0.0016776835619094633)	(100.0, 0.0007030293021334894)
S1E12_DKDL250003486-1A_22YL5KLT3_L6_2	(0.0, 0.000620767263217607)	(1.0, 0.0005151728318455398)	(2.0, 0.0003423819441457935)	(3.0, 0.0002943844753403084)	(4.0, 0.00030078413784770646)	(5.0, 0.0004031787379660746)	(6.0, 0.0005023735068307438)	(7.0, 0.0006431660819935)	(8.0, 0.0008159569696932462)	(9.0, 0.0011519392513316417)	(10.0, 0.0013983262578664652)	(11.0, 0.0016095151206105994)	(12.0, 0.0022110833963060127)	(13.0, 0.0031198354723565294)	(14.0, 0.004578958524043276)	(15.0, 0.006924434833004646)	(16.0, 0.010508245837147531)	(17.0, 0.01572717061193061)	(18.0, 0.024110728496622002)	(19.0, 0.03726523478057861)	(20.0, 0.055517072251677735)	(21.0, 0.08045335721175408)	(22.0, 0.11464035432627426)	(23.0, 0.15921080385904768)	(24.0, 0.21401751357240426)	(25.0, 0.27990203908606676)	(26.0, 0.35760674125089337)	(27.0, 0.4437557980942317)	(28.0, 0.5392227635483415)	(29.0, 0.6448395937391845)	(30.0, 0.7596623384469197)	(31.0, 0.8817678990880737)	(32.0, 1.013511351465369)	(33.0, 1.1668216664925959)	(34.0, 1.3316673731894073)	(35.0, 1.5074725019301383)	(36.0, 1.7122329036855912)	(37.0, 1.9267687899210948)	(38.0, 2.128146970041388)	(39.0, 2.323179884785596)	(40.0, 2.5009817082286347)	(41.0, 2.6290901523017283)	(42.0, 2.727744149684522)	(43.0, 2.8160914905991516)	(44.0, 2.876264317324962)	(45.0, 2.926956044046061)	(46.0, 2.986962479546679)	(47.0, 3.069294137704354)	(48.0, 3.1831025359046667)	(49.0, 3.285503535685542)	(50.0, 3.361953903998919)	(51.0, 3.3938338227795217)	(52.0, 3.3809897001271736)	(53.0, 3.3773994894605237)	(54.0, 3.3732045106869246)	(55.0, 3.37599476354015)	(56.0, 3.374698831882402)	(57.0, 3.3286308613228974)	(58.0, 3.216988748881339)	(59.0, 3.0291682537829683)	(60.0, 2.7811173349962215)	(61.0, 2.4946492421775646)	(62.0, 2.199720795524127)	(63.0, 1.9246537014623997)	(64.0, 1.6860294855490499)	(65.0, 1.462953249697424)	(66.0, 1.2553257991386566)	(67.0, 1.076618423450821)	(68.0, 0.9186683531057307)	(69.0, 0.7852609884765117)	(70.0, 0.6692895043486986)	(71.0, 0.5609752164109874)	(72.0, 0.46421871896163686)	(73.0, 0.37840244456868327)	(74.0, 0.30080013700397495)	(75.0, 0.2341380524956636)	(76.0, 0.17629470292254668)	(77.0, 0.12674531595901758)	(78.0, 0.0890705027779655)	(79.0, 0.060835191795325476)	(80.0, 0.03994029370867098)	(81.0, 0.025960230961260027)	(82.0, 0.01755427425779274)	(83.0, 0.012552938008261197)	(84.0, 0.009023524135431194)	(85.0, 0.006969232470556433)	(86.0, 0.006079679382028109)	(87.0, 0.005612504018988055)	(88.0, 0.005442912962542007)	(89.0, 0.005263722412334863)	(90.0, 0.005417314312512416)	(91.0, 0.006185273813400176)	(92.0, 0.007023629601869316)	(93.0, 0.007701993827653505)	(94.0, 0.00852115062860045)	(95.0, 0.009349906923308494)	(96.0, 0.010258658999359009)	(97.0, 0.011909771926267698)	(98.0, 0.014671226298209938)	(99.0, 0.02279559785135171)	(100.0, 0.14770421067074607)
S1E12_val_1	(0.0, 0.025659838153457046)	(1.0, 0.023809346214784297)	(2.0, 0.017970438403157058)	(3.0, 0.012003255155472917)	(4.0, 0.010093376440847898)	(5.0, 0.010399812204761614)	(6.0, 0.011162338407988765)	(7.0, 0.012169538128139274)	(8.0, 0.01331689063953714)	(9.0, 0.01476355250173445)	(10.0, 0.016535653896150204)	(11.0, 0.018951507941888567)	(12.0, 0.021733184527492917)	(13.0, 0.02553156271740014)	(14.0, 0.03154625538584609)	(15.0, 0.039532589015907435)	(16.0, 0.04956420320976498)	(17.0, 0.06271956181871194)	(18.0, 0.08098455863059226)	(19.0, 0.1058699932256317)	(20.0, 0.13693877893282153)	(21.0, 0.176210066134539)	(22.0, 0.2241565735673641)	(23.0, 0.2828615893317025)	(24.0, 0.35329430561109537)	(25.0, 0.4310601009850746)	(26.0, 0.5191496934905965)	(27.0, 0.614605621685238)	(28.0, 0.7176986892673416)	(29.0, 0.8241696766656103)	(30.0, 0.9313960638539919)	(31.0, 1.0452951491883704)	(32.0, 1.171275880222479)	(33.0, 1.3060458540975235)	(34.0, 1.4537288885356299)	(35.0, 1.6262308443797093)	(36.0, 1.808146791947742)	(37.0, 1.9875827477520085)	(38.0, 2.1622606350669793)	(39.0, 2.30754919469869)	(40.0, 2.4057725466527073)	(41.0, 2.4513008245687558)	(42.0, 2.4617814027888123)	(43.0, 2.4502769965513385)	(44.0, 2.413412061511207)	(45.0, 2.3687983399448234)	(46.0, 2.3320735576959395)	(47.0, 2.328263302150842)	(48.0, 2.3673635554378167)	(49.0, 2.419189207075844)	(50.0, 2.477364492798688)	(51.0, 2.5089321274238774)	(52.0, 2.503373525194745)	(53.0, 2.5039792703094577)	(54.0, 2.5044899965826475)	(55.0, 2.5119679794105574)	(56.0, 2.547291233746968)	(57.0, 2.5951545996934597)	(58.0, 2.6313947858505733)	(59.0, 2.635858295931146)	(60.0, 2.5949431827710696)	(61.0, 2.50733581088628)	(62.0, 2.3798395293298698)	(63.0, 2.230664699079842)	(64.0, 2.0739002388631147)	(65.0, 1.9144776265547634)	(66.0, 1.748296799143044)	(67.0, 1.5944921758397776)	(68.0, 1.4478329694190886)	(69.0, 1.3046775827795833)	(70.0, 1.174466137826635)	(71.0, 1.0518680775507678)	(72.0, 0.9401544255714326)	(73.0, 0.8381920822034603)	(74.0, 0.7484372845002368)	(75.0, 0.6695668950935454)	(76.0, 0.5940102877849905)	(77.0, 0.5256941162005366)	(78.0, 0.4708658691703625)	(79.0, 0.4224680222403001)	(80.0, 0.3767140745756328)	(81.0, 0.3384713663334087)	(82.0, 0.3087304689365116)	(83.0, 0.27750252666976966)	(84.0, 0.24254034393114896)	(85.0, 0.2076470498526329)	(86.0, 0.176053285046025)	(87.0, 0.15007988471553996)	(88.0, 0.12393307499927429)	(89.0, 0.09942771577032938)	(90.0, 0.08231482241192312)	(91.0, 0.068449197962587)	(92.0, 0.05732486709120768)	(93.0, 0.04462322345053607)	(94.0, 0.031674530821903)	(95.0, 0.023398389725194584)	(96.0, 0.018224613804232775)	(97.0, 0.01615082758797949)	(98.0, 0.011530536418892843)	(99.0, 0.006190477525264678)	(100.0, 0.004822206207324366)
S1E12_val_2	(0.0, 0.024124943424462947)	(1.0, 0.022714642611104653)	(2.0, 0.017106734823754136)	(3.0, 0.011056472987019738)	(4.0, 0.009493964328712152)	(5.0, 0.01016938664067464)	(6.0, 0.01106598597732907)	(7.0, 0.012167114605634112)	(8.0, 0.01340855984100178)	(9.0, 0.015161328305495986)	(10.0, 0.017187595241383448)	(11.0, 0.01933515280371488)	(12.0, 0.0219107949299662)	(13.0, 0.0255542702184399)	(14.0, 0.031292981622543715)	(15.0, 0.03903179923918433)	(16.0, 0.048970495864857695)	(17.0, 0.0619152974282796)	(18.0, 0.0803276901719894)	(19.0, 0.10623631927945186)	(20.0, 0.1387303159285486)	(21.0, 0.17972892591418707)	(22.0, 0.23086362707441752)	(23.0, 0.2941464168596635)	(24.0, 0.3674107117269747)	(25.0, 0.4496077044947476)	(26.0, 0.5438291170135147)	(27.0, 0.6449403127638145)	(28.0, 0.7529079962795646)	(29.0, 0.8654300239059067)	(30.0, 0.98383583603857)	(31.0, 1.1078543124537388)	(32.0, 1.2374735619135258)	(33.0, 1.3815787173668461)	(34.0, 1.5372611820266222)	(35.0, 1.7040191456540368)	(36.0, 1.8902597134349608)	(37.0, 2.0726879503494207)	(38.0, 2.234423055093508)	(39.0, 2.3718667390827197)	(40.0, 2.4619238400935775)	(41.0, 2.488025107254804)	(42.0, 2.477460931516292)	(43.0, 2.4555620278242123)	(44.0, 2.4154076957285273)	(45.0, 2.3764448656690855)	(46.0, 2.3578160523958385)	(47.0, 2.3753913019923267)	(48.0, 2.434535940993014)	(49.0, 2.494517723140922)	(50.0, 2.543176668573149)	(51.0, 2.550204390164167)	(52.0, 2.5203026833743634)	(53.0, 2.4974762631271243)	(54.0, 2.4762408905091204)	(55.0, 2.47375324354323)	(56.0, 2.4924985909477666)	(57.0, 2.519113559585697)	(58.0, 2.5355853023063033)	(59.0, 2.5225263448591693)	(60.0, 2.472901830910545)	(61.0, 2.3839791539940753)	(62.0, 2.2643675703397044)	(63.0, 2.1300607949049946)	(64.0, 1.9873802097504965)	(65.0, 1.8359690777396096)	(66.0, 1.6767786979032682)	(67.0, 1.5282547584512634)	(68.0, 1.3877122178687873)	(69.0, 1.2522615053493804)	(70.0, 1.1254248055550726)	(71.0, 1.0058203566434336)	(72.0, 0.8984805304880994)	(73.0, 0.8014551640756571)	(74.0, 0.7177289581156593)	(75.0, 0.6459177725180983)	(76.0, 0.5787489261914908)	(77.0, 0.5158847079798553)	(78.0, 0.46346813137544257)	(79.0, 0.41806025038142924)	(80.0, 0.37421249979814625)	(81.0, 0.3370999463538694)	(82.0, 0.30803062621613175)	(83.0, 0.27729177627910656)	(84.0, 0.2430783066315983)	(85.0, 0.20898612761053398)	(86.0, 0.1781545260179928)	(87.0, 0.15263355126563558)	(88.0, 0.1266726007114718)	(89.0, 0.10243112315571955)	(90.0, 0.08552178288088401)	(91.0, 0.07216078799142889)	(92.0, 0.061741685355134315)	(93.0, 0.049731535089604165)	(94.0, 0.03778559750866199)	(95.0, 0.03040589527619861)	(96.0, 0.02589673786957581)	(97.0, 0.02488598264920941)	(98.0, 0.022426874654247392)	(99.0, 0.02558280918936789)	(100.0, 0.10956348764014032)
